feature,outer_fold_count,mean_z_score,mean_abs_z_score,positive_fold_fraction,mean_ranking_score,best_rank,mean_rank,mean_document_frequency,mean_source_sign_agreement,mean_subsample_sign_agreement,mean_subsample_top_pool_frequency,direction_consistency,stable_relevance_score
96% on room,5,0.45932334807215386,0.45932334807215386,1.0,0.06855707394056947,14260,22159.2,649.6,0.22857142857142856,0.6933333333333334,0.0,1.0,0.06855707394056947
vessels unremarkable.,5,-0.19012778463875296,0.39034201846469596,0.2,0.08567870906431696,10635,20914.4,87.2,0.9142857142857143,0.7466666666666667,0.0,0.8,0.06854296725145358
susceptible to,1,1.3708257956439587,1.3708257956439587,1.0,0.34270644891098967,5323,5323.0,62.0,1.0,1.0,0.0,1.0,0.06854128978219794
trials patient expressed,2,0.7551580592797518,0.7551580592797518,1.0,0.17135065190597953,13570,13577.0,58.0,1.0,0.9166666666666667,0.0,1.0,0.06854026076239181
metastatic implants.,1,-1.3707860164467789,1.3707860164467789,0.0,0.3426965041116947,5324,5324.0,60.0,1.0,1.0,0.0,1.0,0.06853930082233894
snvs indels copy-number,5,-0.31481644071088605,0.505036945057195,0.4,0.11422872844975737,9071,18389.6,100.8,0.9142857142857143,0.8133333333333332,0.0,0.6,0.06853723706985441
fdg-avid disease,5,0.27996739093429435,0.39825116259548754,0.8,0.08566793622646376,10224,20783.6,76.8,0.7714285714285715,0.7,0.0,0.8,0.06853434898117101
new 1.2,5,-0.09663484699551295,0.5071470535022986,0.4,0.11422119438955738,10689,18526.8,135.2,0.7428571428571429,0.8133333333333332,0.0,0.6,0.06853271663373443
new 1.2 cm,5,-0.09663484699551295,0.5071470535022986,0.4,0.11422119438955738,10688,18527.0,135.2,0.7428571428571429,0.8133333333333332,0.0,0.6,0.06853271663373443
clinic visit,5,0.3043111488864157,0.38604603571856055,0.8,0.08565707472063402,11913,20784.8,144.0,0.8,0.78,0.0,0.8,0.06852565977650722
liu m,5,-0.4024233580085078,0.5148528998345407,0.4,0.11420195837377747,8640,19075.4,46.4,0.6285714285714286,0.78,0.0,0.6,0.06852117502426648
status is ecog,5,-0.09784759585840155,0.4723307868689356,0.4,0.11417753879757331,8591,19523.6,196.0,0.8285714285714286,0.7266666666666667,0.0,0.6,0.06850652327854398
cmp ast,5,0.3706012028110466,0.4582653428730499,0.8,0.08561343054717403,9970,20743.4,169.6,0.5142857142857142,0.8,0.0,0.8,0.06849074443773923
4 weeks ago,5,-0.3172205197760245,0.49692913369540986,0.4,0.11414802871797798,5053,19906.4,256.0,0.6857142857142857,0.6866666666666668,0.006666666666666666,0.6,0.06848881723078679
stable. 5.,5,0.30386979823098403,0.4075524425623206,0.8,0.08560725852545374,14952,20239.4,103.2,0.9142857142857143,0.72,0.0,0.8,0.068485806820363
parenchyma no,5,0.2168183228229339,0.539480282709981,0.6,0.11413828798812727,7240,19157.2,221.6,0.6857142857142857,0.7733333333333333,0.0,0.6,0.06848297279287635
he subsequently,5,0.27672364954086787,0.39985850064294687,0.8,0.08559617409854871,8352,21215.8,155.2,0.6571428571428571,0.7133333333333333,0.0,0.8,0.06847693927883897
4 moderate <new,5,-0.12053670066453966,0.5156803161471689,0.4,0.11410548001801016,8634,18814.4,344.8,0.7428571428571429,0.8,0.006666666666666666,0.6,0.06846328801080609
moderate <new,5,-0.12053670066453966,0.5156803161471689,0.4,0.11410548001801016,8632,18813.6,344.8,0.7428571428571429,0.8,0.006666666666666666,0.6,0.06846328801080609
moderate <new note>,5,-0.12053670066453966,0.5156803161471689,0.4,0.11410548001801016,8633,18814.0,344.8,0.7428571428571429,0.8,0.006666666666666666,0.6,0.06846328801080609
for chemotherapy,5,0.22631711177284627,0.5089410425473003,0.6,0.1141050989617756,9264,18607.2,173.6,0.8,0.8400000000000001,0.0,0.6,0.06846305937706536
assessment is,5,-0.08629457165517493,0.48729497329634164,0.6,0.11410469592570105,7676,19722.4,109.6,0.5714285714285714,0.7933333333333333,0.0,0.6,0.06846281755542062
to suggest,5,-0.030009046809002838,0.48773242320899335,0.6,0.11410106335482484,13007,18216.6,114.4,1.0,0.8133333333333332,0.0,0.6,0.0684606380128949
brain mri -,5,-0.3721297761489101,0.5835443676806106,0.4,0.11407100550088858,12004,17953.6,155.2,0.8285714285714285,0.8266666666666665,0.0,0.6,0.06844260330053314
no rash psychosocial,2,0.7590861214737834,0.7590861214737834,1.0,0.17109542123926808,12531,13745.5,61.5,1.0,0.8,0.0,1.0,0.06843816849570723
biopsy performed,5,0.2075351193893018,0.507973783107236,0.6,0.1140396298826348,13401,17706.2,102.4,0.9714285714285713,0.8133333333333332,0.0,0.6,0.06842377792958088
with prior study,5,-0.3082710317209844,0.3903611015413736,0.2,0.08552280608855109,11729,20839.4,149.6,0.8857142857142858,0.6933333333333334,0.0,0.8,0.06841824487084087
rales or wheezes.,5,0.3243493901125292,0.40017138405336156,0.8,0.08551055389501326,12952,20741.4,73.6,0.7428571428571429,0.76,0.0,0.8,0.06840844311601062
aisha,5,-0.1532634649542948,0.53171922190271,0.4,0.1139792416097607,10141,18870.6,29.6,0.6857142857142857,0.8,0.0,0.6,0.06838754496585642
3.8 cm to,5,0.09609294951676639,0.5737353430173153,0.6,0.11395350151147621,10968,18261.4,48.8,0.6857142857142857,0.8066666666666666,0.0,0.6,0.06837210090688572
mild tenderness to,5,-0.310412418228974,0.38088750238112673,0.2,0.08546189842621046,8644,21426.2,64.8,0.8857142857142858,0.7133333333333333,0.0,0.8,0.06836951874096837
plus paclitaxel 175,5,-0.409582401076418,0.423927532859062,0.2,0.08545865419679205,10822,21334.0,122.4,0.5714285714285714,0.6866666666666668,0.0,0.8,0.06836692335743365
acute distress. -,5,-0.06638709344607638,0.5313885734508301,0.6,0.11394276314315695,8817,18370.8,516.8,0.7714285714285715,0.7333333333333333,0.0,0.6,0.06836565788589416
. - encourage,5,0.3954559859348504,0.4046641279302855,0.8,0.08544200195995241,8400,21434.4,104.8,0.7428571428571428,0.7133333333333333,0.0,0.8,0.06835360156796193
a primary lung,5,0.3870868930860678,0.5063417270060374,0.6,0.1139204617750573,8030,19420.2,183.2,0.8,0.7,0.0,0.6,0.06835227706503437
from 1.2,5,0.012541637087544032,0.49910283379093495,0.4,0.11389051401931147,8074,18488.0,69.6,0.8571428571428571,0.8333333333333334,0.0,0.6,0.06833430841158687
interventional radiology,1,1.3896998936867766,1.3896998936867766,1.0,0.3416345571979993,5358,5358.0,53.0,1.0,0.9666666666666667,0.0,1.0,0.06832691143959986
sex male referring,5,-0.3663817280937086,0.3853526181264081,0.2,0.0854081631254858,9536,21337.6,92.8,0.8,0.72,0.0,0.8,0.06832653050038864
smoking history having,4,-0.46265875154846287,0.47611729814391174,0.25,0.11385362999244356,8842,19085.75,70.0,0.8571428571428572,0.7916666666666667,0.0,0.75,0.06831217799546614
the visualized,5,-0.17769660070907195,0.37714530069886176,0.2,0.0853659009266946,11273,21146.8,520.8,0.7714285714285715,0.7866666666666667,0.0,0.8,0.06829272074135569
. baseline,5,-0.06602332871034947,0.5524040848433729,0.6,0.11379267550236347,7952,18443.4,65.6,0.7142857142857142,0.7933333333333333,0.0,0.6,0.06827560530141807
2. febrile,5,-0.4301912076394364,0.49735072044793627,0.4,0.11376604687752075,10075,19209.6,92.0,0.6571428571428571,0.7533333333333333,0.0,0.6,0.06825962812651244
2. febrile neutropenia,5,-0.4301912076394364,0.49735072044793627,0.4,0.11376604687752075,10074,19209.8,92.0,0.6571428571428571,0.7533333333333333,0.0,0.6,0.06825962812651244
- updated,5,0.13908355991032045,0.49514506875175524,0.6,0.11374345814260418,13871,17779.0,187.2,0.9714285714285715,0.8533333333333333,0.0,0.6,0.0682460748855625
reviewed disease,5,0.31287452980698,0.4134847685565104,0.8,0.08530270285385697,14869,20015.4,238.4,0.9142857142857143,0.7333333333333333,0.0,0.8,0.06824216228308558
denies illicit drug,5,0.2906357999955266,0.3674172184086116,0.8,0.08530131893690125,10741,21491.6,63.2,0.9428571428571428,0.6666666666666666,0.0,0.8,0.068241055149521
outlook,5,-0.36337942585398786,0.4307754602167372,0.2,0.08528790428180434,10680,20700.0,76.8,0.6571428571428571,0.7133333333333333,0.0,0.8,0.06823032342544348
worsening.,5,-0.3867830210062205,0.39553610307733816,0.2,0.08528613300333789,10521,21703.8,77.6,0.9714285714285713,0.6266666666666667,0.0,0.8,0.0682289064026703
subarachnoid,5,0.31764756521470405,0.5675000628332765,0.6,0.11371397259375468,6219,18871.2,60.8,0.6571428571428571,0.7333333333333333,0.0,0.6,0.06822838355625281
oncology division of,5,0.14396423194458682,0.49928861522351636,0.6,0.11371229947685144,11716,18402.4,282.4,0.9428571428571428,0.8066666666666666,0.0,0.6,0.06822737968611085
dl. approximately 370,5,-0.3972002571213174,0.4257463327778016,0.2,0.08527209996536188,5815,22176.8,68.8,0.42857142857142855,0.7533333333333333,0.0,0.8,0.0682176799722895
. 3. no,5,0.3202141658547526,0.3202141658547526,1.0,0.06820808833775951,17146,21483.6,62.4,0.9714285714285713,0.7,0.0,1.0,0.06820808833775951
suvmax 8.0 .,4,0.3726228754682166,0.5193080852082341,0.75,0.11367974852535653,12349,18014.0,57.75,0.7857142857142857,0.8416666666666667,0.0,0.75,0.06820784911521391
or illicit drug,5,0.13778383160056987,0.4648926899273869,0.8,0.08525980432136859,15578,20258.4,171.2,0.7714285714285715,0.76,0.0,0.8,0.06820784345709488
lesion .,5,-0.268540055515084,0.38748173521167,0.2,0.08524487955847167,9757,20690.6,179.2,0.8857142857142858,0.7333333333333333,0.0,0.8,0.06819590364677734
response to systemic,5,-0.20977018136430411,0.4212367827921823,0.2,0.08523965102856994,14980,20808.8,137.6,0.6857142857142857,0.7,0.0,0.8,0.06819172082285595
pelvis with iv,5,-0.10867036305918612,0.5049608723538681,0.4,0.1136479974188735,10950,19281.6,88.8,0.6857142857142857,0.7733333333333333,0.0,0.6,0.0681887984513241
scattered throughout,5,-0.10299276659607064,0.534533413654283,0.4,0.11362993802438884,14511,17817.2,140.8,0.8285714285714286,0.82,0.0,0.6,0.0681779628146333
appetite. -,5,0.23462624396648274,0.5139812934556256,0.6,0.11362834079205253,10449,18382.4,148.8,0.9142857142857143,0.7666666666666667,0.0,0.6,0.06817700447523152
6000 paired-end 150,5,-0.34119241325860844,0.39295967988793806,0.2,0.08521268533261357,10987,20624.2,211.2,0.8285714285714285,0.72,0.0,0.8,0.06817014826609086
mr. alvarez,2,0.7275346605653308,0.7275346605653308,1.0,0.17042378290050486,5865,16734.0,28.0,0.5,0.8333333333333333,0.0,1.0,0.06816951316020195
bruising,5,-0.10109823138786353,0.4076725897098813,0.2,0.08521183792509787,13278,20943.6,508.8,0.7714285714285715,0.7266666666666667,0.0,0.8,0.0681694703400783
cmp and ldh,5,-0.2712278713309318,0.45346448952342994,0.2,0.08519050546402025,15113,20701.6,120.8,0.5428571428571429,0.7066666666666667,0.006666666666666666,0.8,0.06815240437121621
hemoptysis wheezing cardiovascular,5,0.07219635089084715,0.5578085797752025,0.6,0.11357574266657941,13201,17766.4,187.2,0.8,0.8533333333333333,0.0,0.6,0.06814544559994765
brainstem,5,-0.005843503194985921,0.4991630871849802,0.6,0.11353994570983998,8097,18425.2,98.4,0.9714285714285713,0.7666666666666666,0.0,0.6,0.06812396742590399
no bowel,5,-0.27518361745846043,0.393122834619687,0.2,0.0851519786465698,13551,20740.8,116.8,0.8,0.74,0.0,0.8,0.06812158291725584
and met-targeted,1,1.3623455824744606,1.3623455824744606,1.0,0.34058639561861515,5527,5527.0,56.0,1.0,1.0,0.0,1.0,0.06811727912372303
context of low,5,0.35535181832097595,0.39085283614145927,0.8,0.08514241588825791,14759,20370.2,89.6,0.7714285714285715,0.7466666666666667,0.0,0.8,0.06811393271060633
or diarrhea. -,5,0.344174689114871,0.35818689970395506,0.8,0.08513982681892816,4773,23021.6,124.0,0.7142857142857142,0.7,0.0,0.8,0.06811186145514253
in 21,4,0.3033350529869211,0.5338081913132943,0.75,0.11351789185910402,15420,17571.75,60.0,0.8571428571428571,0.8166666666666667,0.0,0.75,0.06811073511546242
therapy sbrt,5,-0.32022168288589814,0.5186840703891857,0.4,0.1134974888908005,6603,18885.0,68.8,0.7714285714285715,0.8066666666666666,0.0,0.6,0.0680984933344803
repeat pet,5,-0.35387979352892796,0.35387979352892796,0.0,0.068088201454739,10313,22614.6,128.8,0.42857142857142855,0.7133333333333333,0.0,1.0,0.068088201454739
repeat pet ct,5,-0.35387979352892796,0.35387979352892796,0.0,0.068088201454739,10314,22615.2,128.8,0.42857142857142855,0.7133333333333333,0.0,1.0,0.068088201454739
5.0 k ul,5,-0.23094794437162527,0.5505621012445064,0.6,0.1134740188751249,8561,18694.0,90.4,0.8571428571428571,0.76,0.0,0.6,0.06808441132507494
or in,5,-0.22676002036223203,0.3941641508136353,0.2,0.08509557261461767,16399,20043.8,151.2,0.9428571428571428,0.78,0.0,0.8,0.06807645809169414
plan a.,5,0.3145714944726668,0.42042853662084384,0.8,0.08509505518371914,15634,19957.2,115.2,0.9428571428571428,0.72,0.0,0.8,0.06807604414697531
- analytical sensitivity,5,0.1813172414726402,0.5298215012653309,0.6,0.11345967645732465,10364,17985.0,164.0,0.8,0.8333333333333334,0.0,0.6,0.06807580587439478
healed,5,-0.31798487318210367,0.3750079187907403,0.2,0.08509400112746937,11852,21144.4,72.8,0.6571428571428571,0.7466666666666667,0.0,0.8,0.0680752009019755
anti-emetic regimen,5,-0.35681067580560527,0.42203116507437466,0.2,0.08509073974228741,15278,20202.2,262.4,0.8,0.76,0.0,0.8,0.06807259179382993
headache dizziness focal,5,0.3419160672024653,0.4055448616055667,0.8,0.08509068011592436,13649,20302.6,68.8,0.7714285714285715,0.7533333333333333,0.0,0.8,0.06807254409273948
48 u,5,0.3009755723548824,0.5137834298561395,0.6,0.11342951934466386,6863,19113.6,39.2,0.6285714285714286,0.76,0.006666666666666666,0.6,0.06805771160679831
48 u l,5,0.3009755723548824,0.5137834298561395,0.6,0.11342951934466386,6862,19113.8,39.2,0.6285714285714286,0.76,0.006666666666666666,0.6,0.06805771160679831
the l2 vertebral,5,-0.1824762318603576,0.41505870666525746,0.2,0.08506391048251938,11895,20786.2,65.6,0.8,0.6866666666666668,0.0,0.8,0.0680511283860155
deletion pd-l1 <,5,0.2889481202445016,0.38703965722944333,0.8,0.08505686515460767,15255,20045.6,61.6,0.9714285714285713,0.76,0.0,0.8,0.06804549212368614
no additional pulmonary,5,-0.10597847318263962,0.5057651978401412,0.6,0.11340606614798047,10009,18323.6,476.0,0.9428571428571428,0.7333333333333333,0.0,0.6,0.06804363968878828
with metastatic adenocarcinoma,1,-1.2371565229319224,1.2371565229319224,0.0,0.3402180438062787,5398,5398.0,59.0,1.0,1.0,0.03333333333333333,1.0,0.06804360876125573
100-190,5,-0.33713513283962737,0.33713513283962737,0.0,0.06803842417892716,17005,21464.4,93.6,0.8,0.7266666666666667,0.0,1.0,0.06803842417892716
relevance.,5,-0.31816067157016864,0.41060401892212905,0.2,0.08504107910497218,8813,20913.0,82.4,0.6857142857142857,0.74,0.0,0.8,0.06803286328397774
at age 77,5,-0.553948780334832,0.625185090406559,0.2,0.0850347095477127,14588,20175.4,37.6,0.2857142857142857,0.8133333333333332,0.0,0.8,0.06802776763817016
g dl low,5,0.27896577475515727,0.381484135509364,0.8,0.08502676681922867,7353,21335.4,355.2,0.8857142857142858,0.7133333333333333,0.0,0.8,0.06802141345538294
preventive care,5,0.38495943668532273,0.4868938701652802,0.6,0.11335759032567425,11107,18841.8,76.8,0.7142857142857142,0.8133333333333332,0.0,0.6,0.06801455419540454
4.5 cm with,5,-0.3186848096470563,0.47638613743048036,0.4,0.11330275084491284,4062,20241.8,60.0,0.7428571428571428,0.74,0.006666666666666666,0.6,0.0679816505069477
neoplasm of lung,5,0.007505304798377066,0.5212401133269963,0.4,0.11329745205092696,12013,17896.4,147.2,0.9142857142857143,0.7866666666666667,0.0,0.6,0.06797847123055617
1 dyspnea,5,-0.27356698282912617,0.5363786643503948,0.4,0.11328590580785206,14092,17866.0,85.6,0.8571428571428571,0.8133333333333332,0.0,0.6,0.06797154348471122
in both hands,5,0.40131545882307423,0.48481277379881715,0.4,0.11327892149011776,2909,21303.6,56.0,0.8857142857142858,0.6933333333333334,0.0,0.6,0.06796735289407065
definite cavitation.,5,-0.32862909780912536,0.514729137378514,0.4,0.11326266718523019,6773,19002.4,93.6,0.8,0.78,0.0,0.6,0.06795760031113811
schedule return,5,0.016104563670261855,0.5081914266751535,0.4,0.11325209919302784,7944,19095.4,336.8,0.7142857142857142,0.76,0.0,0.6,0.0679512595158167
discomfort but,5,0.2810921104369939,0.4833750658332641,0.6,0.11324862347490498,9619,19332.2,70.4,0.8857142857142858,0.7933333333333333,0.0,0.6,0.06794917408494298
no squamous differentiation,5,-0.38627878148257483,0.38988400118124045,0.2,0.08491284415266734,13580,20871.8,57.6,0.7714285714285715,0.7866666666666667,0.0,0.8,0.06793027532213387
radiation therapy sbrt,5,-0.3098437848316373,0.5187372998925238,0.4,0.11319572966048919,6602,18871.6,68.8,0.7714285714285715,0.8066666666666666,0.0,0.6,0.06791743779629351
lower lobe. -,5,-0.3045836343905742,0.3045836343905742,0.0,0.06791386961250492,12122,22448.0,156.8,1.0,0.6666666666666666,0.0,1.0,0.06791386961250492
in smoking-related,5,-0.39510024953017026,0.43368977420871546,0.2,0.08488778354123204,9309,21281.4,103.2,0.5714285714285714,0.72,0.0,0.8,0.06791022683298563
c.818c>t,5,0.24611865504514818,0.4324863140138972,0.8,0.08487951317838692,15667,20097.2,208.8,0.8,0.7533333333333333,0.0,0.8,0.06790361054270953
earlier,5,0.2969714486304432,0.40485204287323634,0.8,0.08487786294857283,15776,20475.8,544.8,0.8,0.7533333333333333,0.0,0.8,0.06790229035885827
5 financial difficulties,3,-0.4942305171266645,0.4942305171266645,0.0,0.11316397321335685,12186,19078.333333333332,60.0,0.6666666666666666,0.8333333333333334,0.0,1.0,0.0678983839280141
cycle and,4,-0.48471596082391133,0.49316849774760496,0.25,0.11315062008715868,9289,18950.75,67.25,0.8928571428571428,0.8,0.0,0.75,0.0678903720522952
chills weight loss,5,-0.4020363573895473,0.49477486632888973,0.4,0.1131462126542657,6144,19370.0,473.6,0.8285714285714285,0.7533333333333333,0.0,0.6,0.06788772759255941
renal function and,5,0.21569516736863856,0.39774466414410214,0.8,0.08485905160130083,9275,21342.6,90.4,0.8857142857142858,0.7133333333333334,0.0,0.8,0.06788724128104066
and morphology compared,5,0.3596579394467537,0.3750138621747853,0.8,0.08485828020294438,6757,22063.6,84.8,0.5714285714285714,0.7133333333333333,0.0,0.8,0.06788662416235551
mb,5,0.060701674561527495,0.5056716402265862,0.4,0.11313406249640426,6731,19532.4,624.0,0.5714285714285714,0.76,0.006666666666666666,0.6,0.06788043749784255
died of,5,0.4224880857732366,0.5180031112866138,0.6,0.11312253755747921,7352,19179.4,444.8,0.8571428571428571,0.7866666666666667,0.0,0.6,0.06787352253448753
musculoskeletal improved,2,-0.7186134335614036,0.7186134335614036,0.0,0.16967146657246177,8230,14631.5,58.0,1.0,0.8666666666666667,0.0,1.0,0.0678685866289847
baseline labs and,5,0.2682307989493722,0.40521655252031125,0.8,0.08483362249801163,11544,20881.6,229.6,0.7142857142857142,0.6933333333333334,0.0,0.8,0.06786689799840931
r273c - a,5,-0.4914345730974823,0.4914345730974823,0.0,0.06786225236369386,13115,21918.2,103.2,0.2,0.78,0.0,1.0,0.06786225236369386
cycles - right,3,0.5494291213398094,0.5494291213398094,1.0,0.11309961778524637,9105,18915.0,59.0,0.6666666666666666,0.7555555555555555,0.0,1.0,0.06785977067114782
anemia and,5,-0.34393389734696234,0.34393389734696234,0.0,0.0678558047755638,13468,22074.8,180.8,0.8857142857142858,0.7133333333333333,0.0,1.0,0.0678558047755638
mass confirmed,5,0.04621803379152627,0.4893658958584199,0.6,0.11307627273452461,9330,19629.0,122.4,0.8,0.7733333333333333,0.0,0.6,0.06784576364071476
hydration.,5,0.27722791908403965,0.4993462242518101,0.6,0.11306949033119784,9606,18671.6,111.2,0.9428571428571428,0.7733333333333333,0.0,0.6,0.0678416941987187
for 5 days,5,-0.30550769395943045,0.44996316724020724,0.2,0.08479090723698252,18325,19845.4,252.0,0.6857142857142857,0.8266666666666668,0.0,0.8,0.06783272578958602
allergies nkda,5,0.10681568909933617,0.409512643105369,0.8,0.08476731153820696,12570,20632.0,776.0,0.6,0.8066666666666666,0.0,0.8,0.06781384923056558
pleural nodule,5,0.05302933755874464,0.48860346716119907,0.4,0.11300710659351398,6962,19980.4,22.4,0.8285714285714285,0.6733333333333333,0.0,0.6,0.06780426395610839
with coarse,5,-0.45687987863964985,0.45687987863964974,0.0,0.0678029217293856,16959,21638.0,77.6,0.4,0.7333333333333333,0.0,1.0,0.0678029217293856
with coarse chromatin,5,-0.45687987863964985,0.45687987863964974,0.0,0.0678029217293856,16958,21638.2,77.6,0.4,0.7333333333333333,0.0,1.0,0.0678029217293856
markers cea 6.8,5,-0.22309879238017807,0.5248436857966141,0.4,0.11299648546463932,6663,19112.2,63.2,0.7714285714285715,0.7466666666666667,0.0,0.6,0.06779789127878359
loss may predict,5,-0.2101677796348206,0.4926734892214906,0.6,0.11299207401832687,4286,20171.2,76.0,0.7714285714285715,0.74,0.0,0.6,0.06779524441099612
the lung diagnosed,5,0.19291298699314438,0.42931352270961687,0.8,0.08474395405433813,14559,20129.0,230.4,0.8,0.7733333333333333,0.0,0.8,0.0677951632434705
occasional wine 1-2,5,-0.12839371320777196,0.5601170455878203,0.6,0.11296564528300124,6167,19067.8,176.0,0.5428571428571429,0.7866666666666667,0.0,0.6,0.06777938716980074
- consideration,5,-0.041457878130875606,0.4800134310989912,0.4,0.11296557936746839,10129,18677.4,85.6,0.9142857142857143,0.82,0.0,0.6,0.06777934762048103
lobe kras g12c,5,-0.2772868761508452,0.41415790668458197,0.2,0.0847138187084113,14746,20139.6,133.6,0.8285714285714285,0.7466666666666667,0.0,0.8,0.06777105496672904
spirometry dlco,5,0.3061303452459721,0.30613034524597216,1.0,0.0677710515327304,10308,23095.2,136.8,0.48571428571428565,0.72,0.0,1.0,0.0677710515327304
msi microsatellite,5,-0.3178187466524531,0.3986219862071599,0.2,0.08470896947528264,15018,20790.2,135.2,0.7714285714285715,0.74,0.0,0.8,0.06776717558022612
cm stable .,5,0.16876817696810992,0.5069189759613109,0.4,0.11294494324678912,5746,19148.0,56.8,0.8285714285714286,0.76,0.0,0.6,0.06776696594807347
entered by the,5,0.39731344703188853,0.43308403596094874,0.8,0.0847071890406853,12122,20582.2,93.6,0.8,0.7666666666666666,0.0,0.8,0.06776575123254824
15%,3,0.449945892751017,0.7680285506516465,0.6666666666666666,0.1693996965024331,7875,14354.0,32.0,0.7619047619047619,0.9,0.0,0.6666666666666666,0.06775987860097324
in metabolic,5,0.11620630004856503,0.4770042346486192,0.6,0.11293036104098589,11134,19460.4,88.0,0.8857142857142858,0.7666666666666667,0.0,0.6,0.06775821662459153
osteoarthritis -,5,0.35651026705997857,0.4061366327387069,0.8,0.08469403046933792,14687,20577.6,60.0,0.8,0.72,0.0,0.8,0.06775522437547034
other genes e.g.,5,-0.3691117600381319,0.41261810030365387,0.2,0.08469352969616359,9593,21269.2,116.0,0.6571428571428571,0.7066666666666667,0.0,0.8,0.06775482375693087
inked bisected,5,-0.44705348913098175,0.5655660742749591,0.4,0.11291161841828254,9266,18614.8,69.6,0.7714285714285714,0.8466666666666667,0.006666666666666666,0.6,0.06774697105096952
pelvis and brain,5,-0.40383693248684754,0.42546365645716105,0.2,0.08466683317455717,8717,21285.6,61.6,0.6857142857142857,0.72,0.0,0.8,0.06773346653964574
ago stage,5,-0.10290173223735088,0.5795423557942362,0.4,0.11287509131478482,9408,18205.2,91.2,0.6857142857142857,0.8,0.0,0.6,0.06772505478887089
ml iodinated,1,-1.3543398720793645,1.3543398720793645,0.0,0.3385849680198411,5484,5484.0,57.0,1.0,1.0,0.0,1.0,0.06771699360396823
4.5 k,5,0.1622292363504033,0.4047787190149825,0.8,0.08463650912216422,16235,20224.8,303.2,0.8857142857142858,0.7533333333333333,0.0,0.8,0.06770920729773137
fever chills weight,5,-0.11808216699642046,0.5001301969099854,0.4,0.11282482721452339,10772,18253.6,488.8,0.9714285714285715,0.78,0.0,0.6,0.06769489632871403
oncologist md,5,-0.31808171102898414,0.40766667864983075,0.2,0.08461847844821807,14281,20307.8,194.4,0.7714285714285715,0.7666666666666667,0.0,0.8,0.06769478275857446
sweats. -,5,-0.302473569885624,0.5238754264030171,0.4,0.11282451403268698,8261,19218.8,316.8,0.6285714285714286,0.7533333333333333,0.0,0.6,0.06769470841961218
none -,4,-0.3417869721047806,0.3417869721047806,0.0,0.08461651710618492,10712,21187.25,57.5,0.9285714285714286,0.7166666666666667,0.008333333333333333,1.0,0.06769321368494793
8-12 weeks,5,0.3388231879726874,0.41063550884125216,0.8,0.08461598314766514,14050,20537.8,98.4,0.8285714285714285,0.6733333333333333,0.0,0.8,0.06769278651813211
lower lobes,5,0.30618477907459785,0.4434282524832147,0.8,0.08460674561234012,15201,19975.8,119.2,0.7142857142857142,0.7666666666666667,0.0,0.8,0.0676853964898721
pulmonary rehabilitation to,1,1.3762081175607503,1.3762081175607503,1.0,0.33831782890035117,5493,5493.0,64.0,1.0,0.9666666666666667,0.0,1.0,0.06766356578007024
rehabilitation to,1,1.3762081175607503,1.3762081175607503,1.0,0.33831782890035117,5492,5492.0,64.0,1.0,0.9666666666666667,0.0,1.0,0.06766356578007024
65 100 fatigue,5,-0.37087767583119396,0.49919396929686516,0.6,0.1127710498754085,4562,20628.8,106.4,0.42857142857142855,0.6733333333333333,0.0,0.6,0.06766262992524509
thorax abdomen,5,0.1302578485191818,0.5457628366126885,0.6,0.11276517860325874,9220,18275.6,136.8,0.8285714285714285,0.78,0.0,0.6,0.06765910716195524
t2b n3 m1c,3,0.5174448253846425,0.5174448253846425,1.0,0.11276348862380148,15305,17733.333333333332,38.0,0.9523809523809524,0.8222222222222223,0.011111111111111112,1.0,0.06765809317428088
oriented x3 cranial,4,0.4563128440213364,0.4563128440213364,1.0,0.08456312586783948,9710,21260.0,62.75,0.3571428571428571,0.7083333333333333,0.0,1.0,0.06765050069427159
x3 cranial,4,0.4563128440213364,0.4563128440213364,1.0,0.08456312586783948,9711,21259.25,62.75,0.3571428571428571,0.7083333333333333,0.0,1.0,0.06765050069427159
x3 cranial nerves,4,0.4563128440213364,0.4563128440213364,1.0,0.08456312586783948,9712,21260.0,62.75,0.3571428571428571,0.7083333333333333,0.0,1.0,0.06765050069427159
metrics -,5,-0.3307664363030952,0.49484063474423373,0.4,0.11274158368225762,5147,19718.2,110.4,0.7714285714285715,0.6399999999999999,0.0,0.6,0.06764495020935457
genomic profiling service,5,-0.1330381334438929,0.41831993433072406,0.2,0.08455453988633815,15363,20092.6,300.8,0.9428571428571428,0.7933333333333333,0.0,0.8,0.06764363190907052
profiling service,5,-0.1330381334438929,0.41831993433072406,0.2,0.08455453988633815,15362,20092.4,300.8,0.9428571428571428,0.7933333333333333,0.0,0.8,0.06764363190907052
of each cycle.,5,-0.24325031793338558,0.3919394250547143,0.2,0.084554068610566,18961,19854.6,64.0,1.0,0.7266666666666667,0.0,0.8,0.0676432548884528
no abnormal fdg,5,0.2058562010503473,0.5270138371556798,0.6,0.11273200166333537,14166,17807.2,522.4,0.9142857142857143,0.8,0.0,0.6,0.06763920099800122
right lower-lobe mass,5,-0.21816623450366088,0.5159042475504101,0.4,0.1127199120021614,14572,18161.2,298.4,0.7714285714285715,0.8066666666666666,0.0,0.6,0.06763194720129684
